svace_severity,svace_checker,file,svace_line,class_name,anchor_status,status,state,verdict_kind,red_verified,green_verified,prove_attempts,test_path,pr_title,verdict_text
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProvider.java,60.0,HijackSessionAuthenticationProvider,exact,verified,needs_review,needs-review,True,True,2,src/test/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProviderFsmProofTest.java,Fix predictable sequential session ID generation,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProviderFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ FIX SKEPTIC"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/idor/IDOREditOtherProfile.java,37.0,IDOREditOtherProfile,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/idor/IDOREditOtherProfileFsmProofTest.java,Acknowledge false positive FB.EI_EXPOSE_REP2 for LessonSession,"The FB.EI_EXPOSE_REP2 warning incorrectly treats LessonSession as untrusted external input crossing a security boundary. In WebGoat’s architecture, LessonSession is a trusted, framework-managed Spring dependency injected directly into lesson constructors to maintain shared mutable state. Assigning t"
Normal,DEREF_OF_NULL.RET,org/owasp/webgoat/lessons/idor/IDOREditOtherProfile.java,96.0,IDOREditOtherProfile,exact,reproduced,fix_failed,true-positive-unfixed,True,False,2,src/test/java/org/owasp/webgoat/lessons/idor/IDOREditOtherProfileFsmProofTest.java,Fix NPE when idor-updated-own-profile session value is null,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/idor/IDOREditOtherProfileFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human to"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/idor/IDORLogin.java,27.0,IDORLogin,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/idor/IDORLoginFsmProofTest.java,Fix IDOR login validation to support all users,"The FB.EI_EXPOSE_REP2 warning incorrectly flags standard Spring constructor injection as an encapsulation violation. The IDORLogin constructor at line 27 directly assigns the injected LessonSession reference because it is a framework-managed service object, not a user-supplied mutable data structure"
Minor,FB.HARD_CODE_PASSWORD,org/owasp/webgoat/lessons/idor/IDORLogin.java,35.0,IDORLogin,exact,by_design,by_design,by-design,False,False,1,src/test/java/org/owasp/webgoat/lessons/idor/IDORLoginFsmProofTest.java,FB.HARD_CODE_PASSWORD at IDORLogin.java:35,"The static analyzer correctly identifies that initIDORInfo() hardcodes credentials like ""cat"" and ""buffalo"" into the idorUserInfo map at lines 35 and 40. However, this is a deliberate implementation choice within WebGoat, an OWASP educational platform designed to demonstrate security vulnerabilities"
Minor,FB.HARD_CODE_PASSWORD,org/owasp/webgoat/lessons/idor/IDORLogin.java,41.0,IDORLogin,exact,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/idor/IDORLoginFsmProofTest.java,Fix IDOR login to support all configured users,"The checker correctly identifies that literal strings like ""cat"" and ""buffalo"" are stored as passwords in the `idorUserInfo` map within `initIDORInfo()`. However, this is a deliberate design choice for WebGoat, which is an intentionally vulnerable training application. The `IDORLogin` lesson specifi"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/idor/IDORLogin.java,53.0,IDORLogin,exact,false_positive,false_positive,false-positive,False,False,3,src/test/java/org/owasp/webgoat/lessons/idor/IDORLoginFsmProofTest.java,Fix IDOR login to authenticate any valid user,"The checker claims a process is launched using externally controlled data, but the completed() method contains no process invocation whatsoever. It strictly performs a credential validation against a HashMap (idorUserInfo) and returns a Spring AttackResult object. Line 53 falls within the success br"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/idor/IDORViewOtherProfile.java,36.0,IDORViewOtherProfile,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/idor/IDORViewOtherProfileFsmProofTest.java,Suppress EI_EXPOSE_REP2 warning in IDORViewOtherProfile,"The checker flags `this.userSessionData = userSessionData;` as exposing mutable internals to an untrusted caller, but this constructor is a standard Spring dependency injection point. The actual caller is the Spring IoC container, which manages the `LessonSession` bean lifecycle and guarantees contr"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/idor/IDORViewOwnProfile.java,22.0,IDORViewOwnProfile,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/idor/IDORViewOwnProfileFsmProofTest.java,Extract session values in constructor to prevent mutable reference exposure,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/idor/IDORViewOwnProfileFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The constructor stores a direct "
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/idor/IDORViewOwnProfileAltUrl.java,29.0,IDORViewOwnProfileAltUrl,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/idor/IDORViewOwnProfileAltUrlFsmProofTest.java,FB.EI_EXPOSE_REP2 at IDORViewOwnProfileAltUrl.java:29,"The FB.EI_EXPOSE_REP2 warning incorrectly treats the LessonSession userSessionData parameter as untrusted external input. This constructor is invoked exclusively by the Spring IoC container during bean initialization, not by user-facing endpoints or public APIs. The assignment this.userSessionData ="
Minor,FB.EI_EXPOSE_REP,org/owasp/webgoat/lessons/jwt/JWTQuiz.java,53.0,JWTQuiz,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/jwt/JWTQuizFsmProofTest.java,Prevent external mutation of internal state in JWTQuiz,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/jwt/JWTQuizFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The getResults() method returns a direct ref"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java,91.0,JWTRefreshEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpointFsmProofTest.java,PROC_USE.VULNERABLE at JWTRefreshEndpoint.java:91,"The static analyzer incorrectly flags this location as a vulnerable process execution, but the code actually invokes Jwts.parser().parse(), a pure Java library method for decoding and validating JWT strings. There is no call to Runtime.exec(), ProcessBuilder, or any OS-level command execution in thi"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java,121.0,JWTRefreshEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpointFsmProofTest.java,PROC_USE.VULNERABLE at JWTRefreshEndpoint.java:121,"The checker claims that a process is launched using externally-controlled data, but the newToken method contains no process-launching APIs such as Runtime.exec() or ProcessBuilder. The method solely parses a JWT token via Jwts.parser().parse(), extracts the user and refresh token, validates the refr"
Major,SIMILAR_BRANCHES,org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java,129.0,JWTRefreshEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpointFsmProofTest.java,Fix redundant similar branches in JWTRefreshEndpoint.newToken,"The SIMILAR_BRANCHES heuristic incorrectly flags the `if` and `else` branches as a copy-paste error. In reality, they handle two distinct validation failures: the `if` branch catches missing or null JWT claims/JSON fields (`user == null || refreshToken == null`), while the `else` branch catches a re"
Minor,FB.MS_PKGPROTECT,org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpoint.java,34.0,JWTSecretKeyEndpoint,no-method,unprovable,unprovable,unprovable,False,False,1,src/test/java/org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpointFsmProofTest.java,Fix MS_PKGPROTECT: restrict visibility of mutable static array SECRETS,"The checker correctly identifies that `SECRETS` is a `public static final String[]`, meaning the array reference is immutable but its contents remain mutable and publicly accessible. This field is only consumed during static initialization to randomly select and encode one element into `JWT_SECRET`,"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpoint.java,38.0,JWTSecretKeyEndpoint,no-method,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpointFsmProofTest.java,Fix DMI_RANDOM_USED_ONLY_ONCE in JWTSecretKeyEndpoint,"The marker correctly identifies that `new Random().nextInt(SECRETS.length)` is instantiated and invoked exactly once during the static initialization of `JWT_SECRET`. However, this is a `by-design` weakness because WebGoat is a deliberately vulnerable training application. The lesson explicitly aims"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpoint.java,38.0,JWTSecretKeyEndpoint,no-method,verified,needs_review,needs-review,True,True,1,src/test/java/org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpointFsmProofTest.java,Fix predictable JWT secret generation by using SecureRandom,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpointFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ THE TEST DOES NOT EXERCISE THE REAL CODE"
Major,TAINTED_PTR.COOKIE,org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java,135.0,JWTVotesEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpointFsmProofTest.java,Fix NPE when JWT 'user' claim is missing,"The marker flags `accessToken` from the cookie as tainted, but the code validates it thoroughly before use. The token is parsed via `Jwts.parser().setSigningKey(JWT_PASSWORD).parse(accessToken)`, which verifies the cryptographic signature and throws `JwtException` on any tampering or format error. T"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java,139.0,JWTVotesEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpointFsmProofTest.java,PROC_USE.VULNERABLE at JWTVotesEndpoint.java:139,"The marker claims a process is launched from externally-controlled data, but the method getVotes() performs only JWT parsing, view selection, and JSON serialization. There are no calls to Runtime.exec(), ProcessBuilder, or any process-launching API in the provided code. The logic strictly handles HT"
Major,TAINTED_PTR.COOKIE,org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java,160.0,JWTVotesEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpointFsmProofTest.java,Fix JWT signature verification to resolve taint warning,"The checker claims the accessToken cookie is used without validation, but the code immediately subjects it to cryptographic verification via Jwts.parser().setSigningKey(JWT_PASSWORD).parse(accessToken). Any tampered or malformed token triggers a JwtException, which is caught and safely defaults seri"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java,164.0,JWTVotesEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpointFsmProofTest.java,PROC_USE.VULNERABLE at JWTVotesEndpoint.java:164,"The checker claims a process is launched from externally-controlled data, but the getVotes() method contains zero process-execution APIs such as Runtime.exec() or ProcessBuilder. The code exclusively parses a JWT token, selects a Jackson serialization view based on the user role, serializes a list o"
Major,TAINTED_PTR.COOKIE,org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java,183.0,JWTVotesEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpointFsmProofTest.java,Fix SVACE TAINTED_PTR.COOKIE warning in JWTVotesEndpoint,"The checker claims that cookie data is used without validation at line 183, but the variable referenced at that line (`title`) is bound via `@PathVariable`, not `@CookieValue`. The actual cookie parameter (`accessToken`) undergoes strict validation earlier in the method: it is parsed and cryptograph"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java,187.0,JWTVotesEndpoint,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpointFsmProofTest.java,PROC_USE.VULNERABLE at JWTVotesEndpoint.java:187,"The marker claims a process is launched from externally-controlled data, but the `vote` method contains zero process execution APIs such as `Runtime.exec` or `ProcessBuilder`. The code strictly parses a JWT token, validates the extracted username against `validUsers`, and updates an in-memory vote c"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java,74.0,JWTHeaderKIDEndpoint,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpointFsmProofTest.java,Fix resource leak by closing Statement and ResultSet in JWTHeaderKIDEndpoint,"The marker claims an unclosed stream, but the Connection is acquired inside a try-with-resources statement (try (var connection = dataSource.getConnection())), which guarantees that connection.close() is invoked on every exit path, including the early return inside the while loop. According to the J"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java,74.0,JWTHeaderKIDEndpoint,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpointFsmProofTest.java,Fix JDBC resource leak in JWTHeaderKIDEndpoint,"The marker claims a JDBC resource is not closed, but the code uses a try-with-resources block on the Connection (line 74: try (var connection = dataSource.getConnection())). In standard JDBC implementations, closing the Connection implicitly closes all Statements and ResultSets derived from it. Sinc"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java,75.0,JWTHeaderKIDEndpoint,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpointFsmProofTest.java,Fix resource leak for Statement and ResultSet in JWTHeaderKIDEndpoint,"The try-with-resources block at line 75 guarantees the Connection is closed on every exit path, including the early return inside the while loop and the catch block. JDBC drivers implicitly close or invalidate associated Statement and ResultSet objects when the parent Connection is closed, so the an"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/lessontemplate/SampleAttack.java,32.0,SampleAttack,exact,reproduced,fix_failed,true-positive-unfixed,True,False,1,src/test/java/org/owasp/webgoat/lessons/lessontemplate/SampleAttackFsmProofTest.java,Fix EI_EXPOSE_REP2 by defensively copying LessonSession in constructor,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/lessontemplate/SampleAttackFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human "
Major,FB.URF_UNREAD_FIELD,org/owasp/webgoat/lessons/lessontemplate/SampleAttack.java,71.0,SampleAttack,no-method,false_positive,false_positive,false-positive,False,False,1,src/test/java/org/owasp/webgoat/lessons/lessontemplate/SampleAttackFsmProofTest.java,Fix URF_UNREAD_FIELD warning in SampleAttack.Item,The marker flags the `description` field (and its siblings) inside the `Item` inner class as written but never read. These fields are assigned by the Lombok-generated `@AllArgsConstructor` constructor when `new Item(...)` is invoked in `getItemsInBasket`. Because the method returns a `List<Item>` an
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/logging/LogBleedingTask.java,43.0,LogBleedingTask,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/logging/LogBleedingTaskFsmProofTest.java,Address false positive SVACE warning in LogBleedingTask,"The checker claims a process is launched from externally-controlled data, but the completed() method contains zero process execution APIs such as Runtime.exec() or ProcessBuilder. The method is a standard Spring MVC endpoint that strictly validates two @RequestParam strings against hardcoded and ins"
Normal,DEREF_OF_NULL.RET,org/owasp/webgoat/lessons/missingac/MissingFunctionACYourHash.java,40.0,MissingFunctionACYourHash,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/missingac/MissingFunctionACYourHashFsmProofTest.java,Prevent NPE when user is missing in MissingFunctionACYourHash lesson,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/missingac/MissingFunctionACYourHashFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: userRepository.findB"
Normal,DEREF_OF_NULL.RET,org/owasp/webgoat/lessons/missingac/MissingFunctionACYourHashAdmin.java,46.0,MissingFunctionACYourHashAdmin,exact,verified,pr_ready,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/missingac/MissingFunctionACYourHashAdminFsmProofTest.java,Fix NPE in MissingFunctionACYourHashAdmin when user repository returns null,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/missingac/MissingFunctionACYourHashAdminFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: userRepository."
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/passwordreset/ResetLinkAssignment.java,77.0,ResetLinkAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/passwordreset/ResetLinkAssignmentFsmProofTest.java,PROC_USE.VULNERABLE at ResetLinkAssignment.java:77,"The static analyzer incorrectly flags this method for command injection, but the source code contains zero process execution APIs such as Runtime.exec() or ProcessBuilder. The guard if (TOM_EMAIL.equals(email)) and subsequent passwordTom.equals() checks only perform in-memory string comparisons and "
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/passwordreset/ResetLinkAssignmentForgotPassword.java,46.0,ResetLinkAssignmentForgotPassword,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/passwordreset/ResetLinkAssignmentForgotPasswordFsmProofTest.java,Fix EI_EXPOSE_REP2 by depending on RestOperations interface,"The marker FB.EI_EXPOSE_REP2 flags direct assignment of externally supplied mutable objects to prevent callers from retaining handles to internal state. However, line 46 assigns `this.webWolfURL = webWolfURL;`, where `webWolfURL` is explicitly typed as `String`. In Java, `String` is strictly immutab"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/passwordreset/SimpleMailAssignment.java,37.0,SimpleMailAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/passwordreset/SimpleMailAssignmentFsmProofTest.java,Fix FB.EI_EXPOSE_REP2 warning in SimpleMailAssignment,"The marker targets line 37, which contains the @PostMapping annotation for the login method, not a constructor or setter as claimed. The checker's warning about storing an externally supplied mutable object (likely a RestTemplate via constructor injection) misinterprets standard Spring dependency in"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/passwordreset/SimpleMailAssignment.java,52.0,SimpleMailAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/passwordreset/SimpleMailAssignmentFsmProofTest.java,PROC_USE.VULNERABLE at SimpleMailAssignment.java:52,"The login() method exclusively performs string extraction via extractUsername(), equality checks using String.equals(), and returns an AttackResult object. There are no invocations of Runtime.exec(), ProcessBuilder, or any other OS process execution API within this method or the surrounding class. T"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,51.0,ProfileUploadBase,exact,reproduced,fix_failed,true-positive-unfixed,True,False,1,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix path traversal vulnerability in profile upload,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a hu"
Major,FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,52.0,ProfileUploadBase,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix ignored return value warning in ProfileUploadBase,"The marker flags that `createNewFile()` returns a boolean indicating success, which is ignored. However, `FileCopyUtils.copy()` immediately follows and unconditionally creates or overwrites the target file, rendering the `createNewFile()` call functionally redundant. Because the subsequent copy oper"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,70.0,ProfileUploadBase,exact,verified,needs_review,needs-review,True,True,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix path traversal vulnerability in ProfileUploadBase,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ FIX SKEPTIC (over-fit): The naive"
Major,DEREF_OF_NULL.RET.LIB,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,82.0,ProfileUploadBase,exact,verified,pr_ready,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix NPE in ProfileUploadBase when uploaded file lacks parent directory,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: uploadedFile.getParentFi"
Major,DEREF_OF_NULL.RET.LIB,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,86.0,ProfileUploadBase,exact,verified,pr_ready,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix NPE in PathTraversal lesson when parent directory is null,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: File.getParentFile() ret"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,103.0,ProfileUploadBase,exact,by_design,by_design,by-design,False,True,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix path traversal vulnerability in getProfilePictureAsBase64,"The checker correctly identifies that the username parameter is concatenated directly into a File path without canonicalization or validation, enabling directory traversal. However, this vulnerability is intentional: the class resides in org.owasp.webgoat.lessons.pathtraversal, a deliberately vulner"
Normal,UNREACHABLE_CODE,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,112.0,ProfileUploadBase,exact,false_positive,false_positive,false-positive,False,False,1,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix profile picture reading to use filtered file variable,"The checker incorrectly flags the lambda body inside .map() as unreachable. The preceding guard explicitly verifies that profileDirectoryFiles is non-null and contains at least one element. When the stream filters for valid image extensions and findFirst() locates a match, the Optional is present, g"
Normal,UNREACHABLE_CODE,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,115.0,ProfileUploadBase,exact,false_positive,false_positive,false-positive,False,False,1,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix profile picture reading to use filtered file instead of directory index,"The checker incorrectly claims the catch (IOException e) block is unreachable. Both new FileInputStream(profileDirectoryFiles[0]) and FileCopyUtils.copyToByteArray(inputStream) explicitly declare throws IOException, making the handler mandatory for compilation and reachable at runtime. Although the "
Major,FB.UI_INHERITANCE_UNSAFE_GETRESOURCE,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,126.0,ProfileUploadBase,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix unsafe resource loading in ProfileUploadBase,"The checker warns that getClass().getResource() resolves relative to a subclass's package, but the code explicitly uses an absolute path starting with a leading slash ('/images/account.png'). According to the Class.getResourceAsStream specification, an absolute name bypasses package-relative resolut"
Normal,HANDLE_LEAK.EXCEPTION,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,126.0,ProfileUploadBase,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBaseFsmProofTest.java,Fix resource leak in defaultImage method,"The checker correctly notes that `inputStream` lacks a `try-with-resources` block or explicit `close()` call if `FileCopyUtils.copyToByteArray(inputStream)` or the Base64 encoder throws. However, `getClass().getResourceAsStream()` returns a classloader-backed stream rather than a native OS file desc"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,54.0,ProfileUploadRetrieval,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Fix path traversal vulnerability in ProfileUploadRetrieval,"The marker incorrectly flags the constructor as a path traversal sink by assuming webGoatHomeDirectory is externally controlled. In reality, this parameter is injected via Spring's @Value(""${webgoat.server.directory}""), which resolves to a static deployment configuration property at bean initializat"
Major,FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,55.0,ProfileUploadRetrieval,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Check mkdirs() return value in ProfileUploadRetrieval to prevent silent failures,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The return value of"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,64.0,ProfileUploadRetrieval,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Fix path traversal vulnerability in ProfileUploadRetrieval,"The checker incorrectly assumes the path component is derived from external input. In initAssignment(), the filename is constructed using the loop counter i, which is a deterministic integer strictly bounded between 1 and 10. Because i is never assigned from user requests, HTTP parameters, or any ot"
Major,DEREF_OF_NULL.RET.LIB,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,69.0,ProfileUploadRetrieval,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Fix potential NPE from File.listFiles() returning null,"The marker flags this.catPicturesDirectory.getParentFile().getParentFile() at line 69 for potential null dereference, but this is a false positive. catPicturesDirectory is initialized as new File(webGoatHomeDirectory, ""/PathTraversal/cats""), where the leading slash forces an absolute path that struc"
